stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\barre\source\repos\PI_2_Tainlandia\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92634] removed dtor for sub_bitmap 0000024D07FF4250
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92650] removed dtor for sub_bitmap 0000024D07FF3E70
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92667] removed dtor for sub_bitmap 0000024D07FF4A10
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92685] removed dtor for sub_bitmap 0000024D07FF34C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92703] removed dtor for sub_bitmap 0000024D07FF3A90
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92721] removed dtor for sub_bitmap 0000024D07FF4C00
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92738] removed dtor for sub_bitmap 0000024D07FF5990
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92755] removed dtor for sub_bitmap 0000024D07FF4DF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92771] removed dtor for sub_bitmap 0000024D07FF5F60
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92793] removed dtor for sub_bitmap 0000024D07FF8100
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92811] removed dtor for sub_bitmap 0000024D07FF86D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92827] removed dtor for sub_bitmap 0000024D07FF9270
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92847] removed dtor for sub_bitmap 0000024D07FF8CA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92864] removed dtor for sub_bitmap 0000024D07FF82F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92881] removed dtor for sub_bitmap 0000024D07FF8E90
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92897] removed dtor for sub_bitmap 0000024D07FF9840
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92913] removed dtor for sub_bitmap 0000024D07FF9080
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92936] removed dtor for sub_bitmap 0000024D07FFB550
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92957] removed dtor for sub_bitmap 0000024D07FF7D20
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92977] removed dtor for sub_bitmap 0000024D07FFABA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.92994] removed dtor for sub_bitmap 0000024D07FF7F10
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93017] removed dtor for sub_bitmap 0000024D07FF9E10
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93034] removed dtor for sub_bitmap 0000024D07FF84E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93051] removed dtor for sub_bitmap 0000024D07FFA000
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93068] removed dtor for sub_bitmap 0000024D07FF9460
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93084] removed dtor for sub_bitmap 0000024D07FFA7C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93102] removed dtor for sub_bitmap 0000024D07FFA5D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93120] removed dtor for sub_bitmap 0000024D07FF9650
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93208] removed dtor for sub_bitmap 0000024D07FF9A30
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93228] removed dtor for sub_bitmap 0000024D07FFB740
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93261] removed dtor for sub_bitmap 0000024D07FF88C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93278] removed dtor for sub_bitmap 0000024D07FF8AB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93294] removed dtor for sub_bitmap 0000024D07FF9C20
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93313] removed dtor for sub_bitmap 0000024D07FFA1F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93330] removed dtor for sub_bitmap 0000024D07FFA3E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93349] removed dtor for sub_bitmap 0000024D07FFA9B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93366] removed dtor for sub_bitmap 0000024D07FFAD90
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93383] removed dtor for sub_bitmap 0000024D07FFAF80
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93400] removed dtor for sub_bitmap 0000024D07FFB170
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93420] removed dtor for sub_bitmap 0000024D07FFB360
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93436] removed dtor for sub_bitmap 0000024D07FFB930
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93453] removed dtor for sub_bitmap 0000024D08192BA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93472] removed dtor for sub_bitmap 0000024D08193360
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93493] removed dtor for sub_bitmap 0000024D08193930
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93512] removed dtor for sub_bitmap 0000024D08193550
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93528] removed dtor for sub_bitmap 0000024D081927C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93545] removed dtor for sub_bitmap 0000024D08190CA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93567] removed dtor for sub_bitmap 0000024D08191650
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93589] removed dtor for sub_bitmap 0000024D081906D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93608] removed dtor for sub_bitmap 0000024D08193740
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93629] removed dtor for sub_bitmap 0000024D08192000
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93649] removed dtor for sub_bitmap 0000024D08192F80
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93665] removed dtor for sub_bitmap 0000024D08193B20
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93682] removed dtor for sub_bitmap 0000024D081929B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93702] removed dtor for sub_bitmap 0000024D08190100
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93722] removed dtor for sub_bitmap 0000024D08193D10
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93741] removed dtor for sub_bitmap 0000024D081925D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93762] removed dtor for sub_bitmap 0000024D081904E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93779] removed dtor for sub_bitmap 0000024D08191C20
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93797] removed dtor for sub_bitmap 0000024D08193170
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93818] removed dtor for sub_bitmap 0000024D081902F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93847] removed dtor for sub_bitmap 0000024D08191840
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93864] removed dtor for sub_bitmap 0000024D081908C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93879] removed dtor for sub_bitmap 0000024D08190AB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93896] removed dtor for sub_bitmap 0000024D08190E90
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93912] removed dtor for sub_bitmap 0000024D08191080
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93938] removed dtor for sub_bitmap 0000024D08191270
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93956] removed dtor for sub_bitmap 0000024D08192D90
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93978] removed dtor for sub_bitmap 0000024D08191460
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.93995] removed dtor for sub_bitmap 0000024D08191A30
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94011] removed dtor for sub_bitmap 0000024D08191E10
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94030] removed dtor for sub_bitmap 0000024D081923E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94048] removed dtor for sub_bitmap 0000024D081921F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94066] removed dtor for sub_bitmap 0000024D08196E90
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94083] removed dtor for sub_bitmap 0000024D081964E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94103] removed dtor for sub_bitmap 0000024D08196100
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94121] removed dtor for sub_bitmap 0000024D081987C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94142] removed dtor for sub_bitmap 0000024D08197A30
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94161] removed dtor for sub_bitmap 0000024D08197460
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94179] removed dtor for sub_bitmap 0000024D08197270
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94195] removed dtor for sub_bitmap 0000024D08195F10
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94213] removed dtor for sub_bitmap 0000024D081981F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94232] removed dtor for sub_bitmap 0000024D08198F80
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94250] removed dtor for sub_bitmap 0000024D081989B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94272] removed dtor for sub_bitmap 0000024D081966D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94289] removed dtor for sub_bitmap 0000024D08198BA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94315] removed dtor for sub_bitmap 0000024D08199170
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94332] removed dtor for sub_bitmap 0000024D081983E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94348] removed dtor for sub_bitmap 0000024D08195560
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94496] removed dtor for sub_bitmap 0000024D08197E10
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94556] removed dtor for sub_bitmap 0000024D08195750
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94592] removed dtor for sub_bitmap 0000024D08195940
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94622] removed dtor for sub_bitmap 0000024D08198000
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94651] removed dtor for sub_bitmap 0000024D08195D20
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94671] removed dtor for sub_bitmap 0000024D08197650
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94688] removed dtor for sub_bitmap 0000024D08198D90
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94717] removed dtor for sub_bitmap 0000024D08195B30
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94741] removed dtor for sub_bitmap 0000024D08197080
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94759] removed dtor for sub_bitmap 0000024D081962F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94781] removed dtor for sub_bitmap 0000024D081968C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94805] removed dtor for sub_bitmap 0000024D08196AB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94826] removed dtor for sub_bitmap 0000024D08196CA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94844] removed dtor for sub_bitmap 0000024D08197840
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94864] removed dtor for sub_bitmap 0000024D08197C20
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94882] removed dtor for sub_bitmap 0000024D081985D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94900] removed dtor for sub_bitmap 0000024D0819D4A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94918] removed dtor for sub_bitmap 0000024D081A12A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94936] removed dtor for sub_bitmap 0000024D0819FB60
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94954] removed dtor for sub_bitmap 0000024D0819FD50
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94970] removed dtor for sub_bitmap 0000024D0819EDD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.94987] removed dtor for sub_bitmap 0000024D0819D880
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95012] removed dtor for sub_bitmap 0000024D0819D2B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95031] removed dtor for sub_bitmap 0000024D081A2030
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95048] removed dtor for sub_bitmap 0000024D081A0320
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95077] removed dtor for sub_bitmap 0000024D0819F780
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95111] removed dtor for sub_bitmap 0000024D0819F3A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95192] removed dtor for sub_bitmap 0000024D081A10B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95224] removed dtor for sub_bitmap 0000024D081A1E40
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95246] removed dtor for sub_bitmap 0000024D0819DC60
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95265] removed dtor for sub_bitmap 0000024D0819DE50
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95284] removed dtor for sub_bitmap 0000024D0819F590
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95302] removed dtor for sub_bitmap 0000024D0819DA70
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95319] removed dtor for sub_bitmap 0000024D0819BF50
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95338] removed dtor for sub_bitmap 0000024D0819FF40
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95358] removed dtor for sub_bitmap 0000024D0819C140
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95377] removed dtor for sub_bitmap 0000024D081A1870
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95394] removed dtor for sub_bitmap 0000024D081A3390
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95416] removed dtor for sub_bitmap 0000024D0819D690
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95434] removed dtor for sub_bitmap 0000024D0819B980
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95451] removed dtor for sub_bitmap 0000024D0819EFC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95469] removed dtor for sub_bitmap 0000024D0819CED0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95486] removed dtor for sub_bitmap 0000024D0819E610
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95503] removed dtor for sub_bitmap 0000024D081A2220
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95521] removed dtor for sub_bitmap 0000024D0819E040
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95538] removed dtor for sub_bitmap 0000024D0819E230
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95554] removed dtor for sub_bitmap 0000024D0819F970
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95575] removed dtor for sub_bitmap 0000024D0819E420
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95592] removed dtor for sub_bitmap 0000024D0819C330
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95619] removed dtor for sub_bitmap 0000024D081A0130
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95637] removed dtor for sub_bitmap 0000024D0819C520
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95654] removed dtor for sub_bitmap 0000024D081A1A60
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95670] removed dtor for sub_bitmap 0000024D0819BB70
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95688] removed dtor for sub_bitmap 0000024D0819E800
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95706] removed dtor for sub_bitmap 0000024D0819BD60
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95725] removed dtor for sub_bitmap 0000024D0819E9F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95740] removed dtor for sub_bitmap 0000024D081A2DC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95762] removed dtor for sub_bitmap 0000024D0819EBE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95778] removed dtor for sub_bitmap 0000024D081A1490
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95794] removed dtor for sub_bitmap 0000024D081A2FB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95814] removed dtor for sub_bitmap 0000024D081A2410
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95835] removed dtor for sub_bitmap 0000024D0819F1B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95851] removed dtor for sub_bitmap 0000024D081A2600
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95867] removed dtor for sub_bitmap 0000024D081A0510
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95883] removed dtor for sub_bitmap 0000024D0819C710
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95903] removed dtor for sub_bitmap 0000024D081A1680
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95948] removed dtor for sub_bitmap 0000024D0819C900
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95966] removed dtor for sub_bitmap 0000024D081A0700
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.95985] removed dtor for sub_bitmap 0000024D081A31A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96007] removed dtor for sub_bitmap 0000024D081A08F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96026] removed dtor for sub_bitmap 0000024D081A0AE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96043] removed dtor for sub_bitmap 0000024D081A0CD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96063] removed dtor for sub_bitmap 0000024D081A0EC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96098] removed dtor for sub_bitmap 0000024D081A1C50
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96123] removed dtor for sub_bitmap 0000024D0819CAF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96141] removed dtor for sub_bitmap 0000024D081A27F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96158] removed dtor for sub_bitmap 0000024D0819CCE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96174] removed dtor for sub_bitmap 0000024D081A29E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96190] removed dtor for sub_bitmap 0000024D081A2BD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96208] removed dtor for sub_bitmap 0000024D0819D0C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96226] removed dtor for sub_bitmap 0000024D081A3580
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96241] removed dtor for sub_bitmap 0000024D081AB1E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96257] removed dtor for sub_bitmap 0000024D081AA260
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96275] removed dtor for sub_bitmap 0000024D081AD2D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96293] removed dtor for sub_bitmap 0000024D081ADC80
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96312] removed dtor for sub_bitmap 0000024D081AC730
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96329] removed dtor for sub_bitmap 0000024D081A7D90
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96350] removed dtor for sub_bitmap 0000024D081A92E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96369] removed dtor for sub_bitmap 0000024D081AA450
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96388] removed dtor for sub_bitmap 0000024D081AA640
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96407] removed dtor for sub_bitmap 0000024D081AD4C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96423] removed dtor for bitmap 0000024D07F45D50
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.96464] removed dtor for bitmap 0000024D081ADE70
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   7.96584] opening bonequinho.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   7.96629] opening bonequinho.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.96670] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.96689] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.96705] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.96721] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.96737] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.96753] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.96767] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.96783] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.96808] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   7.96823] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   7.96840] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   7.96854] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   7.96870] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   7.97000] added dtor for bitmap 0000024D081AB7B0, func 00007FFE4649118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   7.97937] opening fundo_teste.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   7.98011] opening fundo_teste.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.98054] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.98074] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.98092] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.98109] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.98126] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.98142] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.98157] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.98174] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   7.98191] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   7.98210] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   7.98226] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   7.98241] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   7.98256] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   7.98376] added dtor for bitmap 0000024D081AD2D0, func 00007FFE4649118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.04013] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.04156] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.04347] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.04380] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  13.04969] removed dtor for bitmap 0000024D081AB7B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  13.05140] removed dtor for bitmap 0000024D081AD2D0
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [  13.05357] destroying display 0000024D00D3DAB0 (current 0000000000000000)
d3d      D         d3d_disp.cpp:894  d3d_destroy_display_internals    [  13.05455] waiting for display 0000024D00D3DAB0's thread to end
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [  13.06825] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [  13.07324] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1557 d3d_display_thread_proc          [  13.09408] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  13.09431] removed dtor for queue 0000024D00D3E4C0
